0.17740757,34904,3067,112,1,0,0,0,0,0
0.17873814,35037,2929,116,2,0,0,0,0,0
0.178205921,34753,3207,120,4,0,0,0,0,0
0.177230164,34871,3097,112,4,0,0,0,0,0
0.17873814,34902,3066,114,1,1,0,0,0,0
0.178516371,34752,3197,132,3,0,0,0,0,0
0.174968243,34869,3087,128,0,0,0,0,0,0
0.179181634,34843,3110,129,2,0,0,0,0,0
0.176298769,34930,3034,119,1,0,0,0,0,0
0.175966138,34905,3055,120,4,0,0,0,0,0
0.176187907,34983,3013,85,3,0,0,0,0,0
0.175744369,34943,3017,121,3,0,0,0,0,0
0.176742307,34828,3131,121,3,1,0,0,0,0
0.176964076,34853,3100,124,7,0,0,0,0,0
0.178560734,34907,3058,117,2,0,0,0,0,0
0.179736079,34921,3061,98,4,0,0,0,0,0
0.181103603,34801,3168,113,2,0,0,0,0,0
0.182397174,34744,3205,134,1,0,0,0,0,0
0.184060375,34815,3144,121,4,0,0,0,0,0
0.185834439,34747,3196,139,2,0,0,0,0,0
0.186277977,34608,3333,141,2,0,0,0,0,0
0.18790418,34611,3326,141,5,1,0,0,0,0
0.191045812,34657,3289,135,3,0,0,0,0,0
0.192930738,34561,3363,156,4,0,0,0,0,0
0.19514834,34644,3303,134,3,0,0,0,0,0
0.197809436,34538,3406,136,4,0,0,0,0,0
0.199916175,34470,3477,131,5,1,0,0,0,0
0.201653285,34468,3486,127,3,0,0,0,0,0
0.204018748,34451,3475,155,3,0,0,0,0,0
0.207012475,34350,3577,154,3,0,0,0,0,0
0.210523692,34308,3616,158,2,0,0,0,0,0
0.212778204,34330,3591,156,7,0,0,0,0,0
0.215727613,34247,3662,172,3,0,0,0,0,0
0.219874503,34251,3670,155,8,0,0,0,0,0
0.224420613,34125,3775,179,5,0,0,0,0,0
0.228301372,33894,3981,202,7,0,0,0,0,0
0.232293038,33967,3900,208,9,0,0,0,0,0
0.235863391,33747,4108,226,3,0,0,0,0,0
0.239389337,33820,4057,199,8,0,0,0,0,0
0.244268079,33766,4106,205,6,1,0,0,0,0
0.248518468,33650,4230,199,5,0,0,0,0,0
0.253471118,33447,4379,252,6,0,0,0,0,0
0.257462783,33519,4331,228,6,0,0,0,0,0
0.261676173,33518,4306,242,18,0,0,0,0,0
0.267530628,33265,4545,263,11,0,0,0,0,0
0.271988013,33237,4564,278,5,0,0,0,0,0
0.277975511,33122,4641,309,11,1,0,0,0,0
0.283408609,32934,4817,326,7,0,0,0,0,0
0.288619938,32945,4784,344,11,0,0,0,0,0
0.294496574,32828,4887,357,12,0,0,0,0,0
0.300705842,32711,5018,341,14,0,0,0,0,0
0.306804247,32618,5115,336,15,0,0,0,0,0
0.312680883,32455,5235,377,17,0,0,0,0,0
0.318779243,32413,5306,352,13,0,0,0,0,0
0.325099417,32387,5309,369,19,0,0,0,0,0
0.331197778,32355,5340,374,14,1,0,0,0,0
0.339380697,32183,5475,412,12,2,0,0,0,0
0.346277408,32086,5562,414,20,2,0,0,0,0
0.352486676,31853,5779,429,23,0,0,0,0,0
0.359693926,31815,5785,459,25,0,0,0,0,0
0.366679319,31724,5886,458,16,0,0,0,0,0
0.373975206,31594,5977,496,17,0,0,0,0,0
0.380428379,31368,6170,527,18,1,0,0,0,0
0.388167804,31378,6112,568,25,1,0,0,0,0
0.395286285,31166,6346,553,17,2,0,0,0,0
0.40371311,31047,6396,608,30,3,0,0,0,0
0.412029116,31047,6435,569,33,0,0,0,0,0
0.421343017,30760,6695,600,25,4,0,0,0,0
0.42897158,30658,6759,629,38,0,0,0,0,0
0.437531449,30620,6787,646,30,1,0,0,0,0
0.4449972,30344,6993,703,43,1,0,0,0,0
0.454828858,30138,7180,716,49,1,0,0,0,0
0.46259011,30177,7163,706,36,2,0,0,0,0
0.470278163,29872,7373,788,48,3,0,0,0,0
0.479798839,29832,7421,781,47,3,0,0,0,0
0.489090603,29818,7379,837,48,2,0,0,0,0
0.498182735,29474,7642,910,56,2,0,0,0,0
0.508272583,29402,7755,874,51,2,0,0,0,0
0.519360593,29174,7953,905,47,5,0,0,0,0
0.528230911,29095,8003,926,58,2,0,0,0,0
0.538358025,29062,7949,1009,61,3,0,0,0,0
0.548189239,28857,8154,1013,57,3,0,0,0,0
0.559166341,28862,8129,1012,77,3,1,0,0,0
0.570365257,28383,8529,1102,68,2,0,0,0,0
0.58012283,28339,8555,1085,100,4,1,0,0,0
0.589991309,28313,8507,1189,73,2,0,0,0,0
0.599489803,28144,8696,1158,78,8,0,0,0,0
0.609949636,27803,8903,1272,100,6,0,0,0,0
0.620039485,27762,8927,1286,104,5,0,0,0,0
0.633345185,27530,9083,1362,106,2,1,0,0,0
0.644765471,27440,9193,1320,127,3,1,0,0,0
0.652859886,27342,9289,1328,120,5,0,0,0,0
0.664723798,27154,9404,1403,118,4,0,1,0,0
0.676514069,27029,9493,1422,129,11,0,0,0,0
0.688119791,26871,9574,1500,131,8,0,0,0,0
0.699607064,26433,9979,1520,145,7,0,0,0,0
0.714508933,26392,9892,1645,146,9,0,0,0,0
0.726151476,26377,9917,1640,146,4,0,0,0,0
